trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
569,False,"{'a': 0.3909989169314102, 'e': 0.058134266739821465}",30,14,23.04565165483788,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.3909989169314102, 'e': 0.057844320874838456}",25,13,19.192295286962235,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.3909989169314102, 'e': 0.05755582112089005}",25,11,22.824824732261206,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.3909989169314102, 'e': 0.05726876026546736}",20,1,24.231147082342606,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.3909989169314102, 'e': 0.056983131132034036}",20,10,20.30393984288931,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.3909989169314102, 'e': 0.0566989265798469}",30,19,21.676481325658564,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.3909989169314102, 'e': 0.05641613950377735}",25,0,39.50022406663037,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
576,False,"{'a': 0.3909989169314102, 'e': 0.056134762834133725}",25,0,36.24394898675785,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.3909989169314102, 'e': 0.05585478953648462}",35,18,31.983564445857127,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.3909989169314102, 'e': 0.05557621261148306}",20,6,28.18580852686745,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.3909989169314102, 'e': 0.05529902509469138}",30,13,31.391822643268416,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.3909989169314102, 'e': 0.05502322005640723}",20,13,-30.054330840194947,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
581,False,"{'a': 0.3909989169314102, 'e': 0.054748790601490266}",20,15,11.512235193345521,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.3909989169314102, 'e': 0.05447572986918986}",25,17,8.25833125593836,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
